protein	phage_seq	prot_num
NASK01000096.1||full_1__00014	NASK01000096.1||full_1	14
NASK01000096.1||full_1__00015	NASK01000096.1||full_1	15
NASK01000096.1||full_1__00016	NASK01000096.1||full_1	16
NASK01000096.1||full_1__00017	NASK01000096.1||full_1	17
NASK01000096.1||full_1__00018	NASK01000096.1||full_1	18
NASK01000096.1||full_1__00019	NASK01000096.1||full_1	19
NASK01000096.1||full_1__00020	NASK01000096.1||full_1	20
NASK01000096.1||full_1__00021	NASK01000096.1||full_1	21
NASK01000096.1||full_1__00022	NASK01000096.1||full_1	22
NASK01000096.1||full_1__00023	NASK01000096.1||full_1	23
NASK01000096.1||full_1__00024	NASK01000096.1||full_1	24
NASK01000096.1||full_1__00025	NASK01000096.1||full_1	25
NASK01000096.1||full_1__00026	NASK01000096.1||full_1	26
NASK01000096.1||full_1__00027	NASK01000096.1||full_1	27
NASK01000096.1||full_1__00028	NASK01000096.1||full_1	28
NASK01000096.1||full_1__00029	NASK01000096.1||full_1	29
NASK01000096.1||full_1__00030	NASK01000096.1||full_1	30
NASK01000096.1||full_1__00031	NASK01000096.1||full_1	31
NASK01000096.1||full_1__00032	NASK01000096.1||full_1	32
NASK01000096.1||full_1__00033	NASK01000096.1||full_1	33
NASK01000096.1||full_1__00034	NASK01000096.1||full_1	34
NASK01000096.1||full_1__00035	NASK01000096.1||full_1	35
NASK01000096.1||full_1__00036	NASK01000096.1||full_1	36
NASK01000096.1||full_1__00037	NASK01000096.1||full_1	37
NASK01000096.1||full_1__00038	NASK01000096.1||full_1	38
NASK01000096.1||full_1__00039	NASK01000096.1||full_1	39
NASK01000096.1||full_1__00040	NASK01000096.1||full_1	40
NASK01000096.1||full_1__00041	NASK01000096.1||full_1	41
NASK01000096.1||full_1__00042	NASK01000096.1||full_1	42
NASK01000096.1||full_1__00043	NASK01000096.1||full_1	43
NASK01000096.1||full_1__00044	NASK01000096.1||full_1	44
NASK01000096.1||full_1__00045	NASK01000096.1||full_1	45
NASK01000096.1||full_1__00046	NASK01000096.1||full_1	46
NASK01000096.1||full_1__00047	NASK01000096.1||full_1	47
NASK01000099.1||0_partial__00001	NASK01000099.1||0_partial	1
NASK01000099.1||0_partial__00002	NASK01000099.1||0_partial	2
NASK01000099.1||0_partial__00003	NASK01000099.1||0_partial	3
NASK01000099.1||0_partial__00004	NASK01000099.1||0_partial	4
NASK01000099.1||0_partial__00005	NASK01000099.1||0_partial	5
NASK01000099.1||0_partial__00006	NASK01000099.1||0_partial	6
NASK01000099.1||0_partial__00007	NASK01000099.1||0_partial	7
NASK01000099.1||0_partial__00008	NASK01000099.1||0_partial	8
NASK01000099.1||0_partial__00009	NASK01000099.1||0_partial	9
NASK01000099.1||0_partial__00010	NASK01000099.1||0_partial	10
NASK01000099.1||0_partial__00011	NASK01000099.1||0_partial	11
NASK01000099.1||0_partial__00012	NASK01000099.1||0_partial	12
NASK01000099.1||0_partial__00013	NASK01000099.1||0_partial	13
NASK01000099.1||0_partial__00014	NASK01000099.1||0_partial	14
NASK01000099.1||0_partial__00015	NASK01000099.1||0_partial	15
NASK01000099.1||0_partial__00016	NASK01000099.1||0_partial	16
NASK01000099.1||0_partial__00017	NASK01000099.1||0_partial	17
NASK01000099.1||0_partial__00018	NASK01000099.1||0_partial	18
NASK01000099.1||0_partial__00019	NASK01000099.1||0_partial	19
NASK01000099.1||0_partial__00020	NASK01000099.1||0_partial	20
NASK01000099.1||0_partial__00021	NASK01000099.1||0_partial	21
NASK01000099.1||0_partial__00022	NASK01000099.1||0_partial	22
NASK01000099.1||0_partial__00023	NASK01000099.1||0_partial	23
NASK01000099.1||0_partial__00024	NASK01000099.1||0_partial	24
NASK01000099.1||0_partial__00025	NASK01000099.1||0_partial	25
NASK01000099.1||0_partial__00026	NASK01000099.1||0_partial	26
NASK01000099.1||0_partial__00027	NASK01000099.1||0_partial	27
NASK01000099.1||0_partial__00028	NASK01000099.1||0_partial	28
NASK01000099.1||0_partial__00029	NASK01000099.1||0_partial	29
NASK01000099.1||0_partial__00030	NASK01000099.1||0_partial	30
NASK01000099.1||0_partial__00031	NASK01000099.1||0_partial	31
NASK01000099.1||0_partial__00032	NASK01000099.1||0_partial	32
NASK01000099.1||0_partial__00033	NASK01000099.1||0_partial	33
NASK01000099.1||0_partial__00034	NASK01000099.1||0_partial	34
NASK01000099.1||0_partial__00035	NASK01000099.1||0_partial	35
NASK01000099.1||0_partial__00036	NASK01000099.1||0_partial	36
NASK01000099.1||0_partial__00037	NASK01000099.1||0_partial	37
NASK01000099.1||0_partial__00038	NASK01000099.1||0_partial	38
NASK01000099.1||0_partial__00039	NASK01000099.1||0_partial	39
NASK01000099.1||0_partial__00040	NASK01000099.1||0_partial	40
NASK01000099.1||0_partial__00041	NASK01000099.1||0_partial	41
NASM01000083.1||full_1__00001	NASM01000083.1||full_1	1
NASM01000083.1||full_1__00002	NASM01000083.1||full_1	2
NASM01000083.1||full_1__00003	NASM01000083.1||full_1	3
NASM01000083.1||full_1__00004	NASM01000083.1||full_1	4
NASM01000083.1||full_1__00005	NASM01000083.1||full_1	5
NASM01000083.1||full_1__00006	NASM01000083.1||full_1	6
NASM01000083.1||full_1__00007	NASM01000083.1||full_1	7
NASM01000083.1||full_1__00008	NASM01000083.1||full_1	8
NASM01000083.1||full_1__00009	NASM01000083.1||full_1	9
NASM01000083.1||full_1__00010	NASM01000083.1||full_1	10
NASM01000083.1||full_1__00011	NASM01000083.1||full_1	11
NASM01000083.1||full_1__00012	NASM01000083.1||full_1	12
NASM01000083.1||full_1__00013	NASM01000083.1||full_1	13
NASM01000113.1||full__00001	NASM01000113.1||full	1
NASM01000113.1||full__00002	NASM01000113.1||full	2
NASM01000113.1||full__00003	NASM01000113.1||full	3
NASM01000113.1||full__00004	NASM01000113.1||full	4
NASM01000113.1||full__00005	NASM01000113.1||full	5
NASM01000113.1||full__00006	NASM01000113.1||full	6
NASM01000113.1||full__00007	NASM01000113.1||full	7
NASM01000113.1||full__00008	NASM01000113.1||full	8
NASM01000113.1||full__00009	NASM01000113.1||full	9
NASM01000113.1||full__00010	NASM01000113.1||full	10
NASM01000113.1||full__00011	NASM01000113.1||full	11
NASM01000113.1||full__00012	NASM01000113.1||full	12
NASM01000113.1||full__00013	NASM01000113.1||full	13
NASM01000113.1||full__00014	NASM01000113.1||full	14
NASS01000005.1||0_partial_1__00002	NASS01000005.1||0_partial_1	2
NASS01000005.1||0_partial_1__00003	NASS01000005.1||0_partial_1	3
NASS01000005.1||0_partial_1__00004	NASS01000005.1||0_partial_1	4
NASS01000005.1||0_partial_1__00005	NASS01000005.1||0_partial_1	5
